#####################################################################
# Alchemist log file - simulation started at: 2025-04-15T13:53+0000 #
#####################################################################
#
# seed = 2.0, totalNodes = 20, totalTaskFactor = 0.5
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 9.999999999999984 0.4999999999999993 NaN
3.0 0.0 19.999999999999968 0.9999999999999986 NaN
4.0 0.0 29.999999999999957 1.499999999999998 NaN
5.0 0.0 39.999999999999936 1.9999999999999971 NaN
6.0 0.0 49.99999999999993 2.4999999999999964 NaN
7.0 0.0 59.999999999999915 2.999999999999996 NaN
8.0 0.0 69.9999999999999 3.499999999999995 NaN
9.0 0.0 79.99999999999989 3.9999999999999947 NaN
10.0 0.0 89.99999999999987 4.499999999999994 NaN
11.0 0.0 99.99999999999986 4.999999999999993 NaN
12.0 0.0 109.99999999999986 5.499999999999993 NaN
13.0 0.0 119.99999999999986 5.999999999999992 NaN
14.0 0.0 129.99999999999986 6.499999999999991 NaN
15.0 0.0 139.99999999999983 6.999999999999991 NaN
16.0 0.0 149.9999999999998 7.499999999999991 NaN
17.0 0.0 159.99999999999977 7.99999999999999 NaN
18.0 0.0 169.99999999999977 8.49999999999999 NaN
19.0 0.0 179.99999999999974 8.99999999999999 NaN
20.0 0.0 189.9999999999998 9.499999999999988 NaN
21.0 0.0 199.99999999999977 9.999999999999988 NaN
22.0 0.0 209.99999999999977 10.499999999999988 NaN
23.0 0.0 219.99999999999972 10.999999999999988 NaN
24.0 0.0 229.99999999999972 11.499999999999988 NaN
25.0 0.0 239.99999999999977 11.999999999999988 NaN
26.0 0.0 249.99999999999977 12.499999999999986 NaN
27.0 0.0 259.9999999999998 12.999999999999986 NaN
28.0 0.0 269.9999999999998 13.499999999999986 NaN
29.0 0.0 279.99999999999966 13.999999999999986 NaN
30.0 0.0 289.9999999999997 14.499999999999986 NaN
31.0 0.0 299.9999999999997 14.999999999999986 NaN
32.0 0.0 309.9999999999997 15.499999999999986 NaN
33.0 0.0 319.9999999999997 15.999999999999984 NaN
34.0 0.0 329.9999999999997 16.499999999999982 NaN
35.0 0.0 339.9999999999996 16.999999999999982 NaN
36.0 0.0 349.9999999999996 17.499999999999982 NaN
37.0 0.0 359.9999999999997 17.999999999999982 NaN
