#####################################################################
# Alchemist log file - simulation started at: 2025-04-16T12:05+0000 #
#####################################################################
#
# seed = 4.0, totalNodes = 5, totalTaskFactor = 1
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 2.5000000000000133 0.5000000000000027 NaN
3.0 0.0 4.999999999999995 0.999999999999999 NaN
4.0 0.0 7.499999999999984 1.4999999999999967 NaN
5.0 0.0 9.999999999999995 1.999999999999999 NaN
6.0 0.0 12.500000000000005 2.500000000000001 NaN
7.0 0.0 15.000000000000004 3.000000000000001 NaN
8.0 0.0 17.500000000000004 3.500000000000001 NaN
9.0 0.0 20.0 4.0 NaN
10.0 0.0 22.500000000000007 4.500000000000002 NaN
11.0 0.0 25.000000000000014 5.000000000000003 NaN
12.0 0.0 27.500000000000014 5.5000000000000036 NaN
13.0 0.0 30.000000000000018 6.0000000000000036 NaN
14.0 0.0 32.50000000000002 6.500000000000004 NaN
15.0 0.0 35.000000000000036 7.000000000000006 NaN
16.0 0.0 37.50000000000003 7.500000000000006 NaN
17.0 0.0 40.000000000000036 8.000000000000007 NaN
18.0 0.0 42.50000000000003 8.500000000000007 NaN
19.0 0.0 45.000000000000036 9.000000000000005 NaN
20.0 0.0 47.500000000000036 9.500000000000007 NaN
21.0 0.0 50.00000000000004 10.000000000000009 NaN
22.0 0.0 52.50000000000004 10.500000000000007 NaN
23.0 0.0 55.00000000000003 11.000000000000005 NaN
24.0 0.0 57.500000000000036 11.500000000000007 NaN
25.0 0.0 60.00000000000003 12.000000000000005 NaN
26.0 0.0 62.500000000000014 12.500000000000004 NaN
27.0 0.0 65.00000000000003 13.000000000000005 NaN
28.0 0.0 67.50000000000001 13.500000000000004 NaN
29.0 0.0 70.00000000000001 14.000000000000004 NaN
30.0 0.0 72.50000000000003 14.500000000000004 NaN
31.0 0.0 75.00000000000003 15.000000000000005 NaN
32.0 0.0 77.50000000000003 15.500000000000005 NaN
33.0 0.0 80.00000000000003 16.000000000000007 NaN
34.0 0.0 82.50000000000004 16.500000000000007 NaN
35.0 0.0 85.00000000000003 17.000000000000007 NaN
36.0 0.0 87.50000000000003 17.500000000000007 NaN
37.0 0.0 90.00000000000004 18.000000000000007 NaN
