#####################################################################
# Alchemist log file - simulation started at: 2025-04-15T13:53+0000 #
#####################################################################
#
# seed = 1.0, totalNodes = 20, totalTaskFactor = 0.5
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 10.000000000000018 0.5000000000000009 NaN
3.0 0.0 20.000000000000025 1.000000000000001 NaN
4.0 0.0 30.00000000000003 1.5000000000000016 NaN
5.0 0.0 40.00000000000005 2.000000000000002 NaN
6.0 0.0 50.00000000000006 2.500000000000003 NaN
7.0 0.0 60.000000000000085 3.000000000000004 NaN
8.0 0.0 70.0000000000001 3.500000000000005 NaN
9.0 0.0 80.00000000000011 4.000000000000005 NaN
10.0 0.0 90.00000000000013 4.500000000000006 NaN
11.0 0.0 100.00000000000011 5.000000000000006 NaN
12.0 0.0 110.00000000000014 5.500000000000006 NaN
13.0 0.0 120.00000000000016 6.000000000000007 NaN
14.0 0.0 130.00000000000017 6.500000000000008 NaN
15.0 0.0 140.00000000000017 7.000000000000009 NaN
16.0 0.0 150.00000000000023 7.50000000000001 NaN
17.0 0.0 160.0000000000002 8.00000000000001 NaN
18.0 0.0 170.00000000000017 8.50000000000001 NaN
19.0 0.0 180.00000000000026 9.00000000000001 NaN
20.0 0.0 190.00000000000026 9.500000000000012 NaN
21.0 0.0 200.00000000000023 10.000000000000012 NaN
22.0 0.0 210.00000000000026 10.500000000000014 NaN
23.0 0.0 220.0000000000003 11.000000000000014 NaN
24.0 0.0 230.00000000000034 11.500000000000016 NaN
25.0 0.0 240.0000000000003 12.000000000000016 NaN
26.0 0.0 250.00000000000034 12.500000000000016 NaN
27.0 0.0 260.00000000000034 13.000000000000018 NaN
28.0 0.0 270.00000000000034 13.500000000000018 NaN
29.0 0.0 280.00000000000034 14.000000000000018 NaN
30.0 0.0 290.0000000000004 14.500000000000018 NaN
31.0 0.0 300.0000000000004 15.00000000000002 NaN
32.0 0.0 310.0000000000004 15.50000000000002 NaN
33.0 0.0 320.0000000000004 16.00000000000002 NaN
34.0 0.0 330.0000000000004 16.50000000000002 NaN
35.0 0.0 340.00000000000045 17.00000000000002 NaN
36.0 0.0 350.00000000000034 17.50000000000002 NaN
37.0 0.0 360.0000000000004 18.000000000000025 NaN
