#####################################################################
# Alchemist log file - simulation started at: 2025-04-16T12:05+0000 #
#####################################################################
#
# seed = 5.0, totalNodes = 5, totalTaskFactor = 2
#
# The columns have the following meaning: 
# time isDone[sum] distance[sum] distance[mean] done[mean] 
0.0 0.0 0.0 NaN NaN
0.0 0.0 0.0 NaN NaN
1.0 0.0 0.0 0.0 NaN
2.0 0.0 2.500000000000003 0.5000000000000007 NaN
3.0 0.0 5.000000000000026 1.000000000000005 NaN
4.0 0.0 7.500000000000031 1.5000000000000062 NaN
5.0 0.0 10.000000000000032 2.0000000000000067 NaN
6.0 0.0 12.500000000000032 2.500000000000006 NaN
7.0 0.0 15.000000000000036 3.000000000000007 NaN
8.0 0.0 17.50000000000005 3.5000000000000098 NaN
9.0 0.0 20.000000000000057 4.0000000000000115 NaN
10.0 0.0 22.50000000000005 4.50000000000001 NaN
11.0 0.0 25.000000000000068 5.000000000000013 NaN
12.0 0.0 27.50000000000007 5.500000000000014 NaN
13.0 0.0 30.000000000000068 6.000000000000013 NaN
14.0 0.0 32.500000000000064 6.500000000000012 NaN
15.0 0.0 35.00000000000007 7.000000000000014 NaN
16.0 0.0 37.50000000000007 7.500000000000013 NaN
17.0 0.0 40.000000000000064 8.000000000000012 NaN
18.0 0.0 42.50000000000006 8.50000000000001 NaN
19.0 0.0 45.00000000000006 9.00000000000001 NaN
20.0 0.0 47.50000000000004 9.500000000000007 NaN
21.0 0.0 50.000000000000036 10.000000000000007 NaN
22.0 0.0 52.50000000000006 10.50000000000001 NaN
23.0 0.0 55.00000000000005 11.00000000000001 NaN
24.0 0.0 57.50000000000004 11.500000000000009 NaN
25.0 0.0 60.00000000000006 12.00000000000001 NaN
26.0 0.0 62.500000000000064 12.500000000000012 NaN
27.0 0.0 65.00000000000006 13.000000000000012 NaN
28.0 0.0 67.50000000000009 13.500000000000016 NaN
29.0 0.0 70.00000000000007 14.000000000000014 NaN
30.0 0.0 72.50000000000009 14.500000000000016 NaN
31.0 0.0 75.00000000000009 15.000000000000016 NaN
32.0 0.0 77.50000000000007 15.500000000000014 NaN
33.0 0.0 80.00000000000006 16.000000000000014 NaN
34.0 0.0 82.50000000000009 16.500000000000014 NaN
35.0 0.0 85.00000000000006 17.000000000000014 NaN
36.0 0.0 87.50000000000009 17.500000000000014 NaN
37.0 0.0 90.00000000000007 18.000000000000014 NaN
